id,action,reason,question
VGIK-SOUND-00315,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Доживем до понедельника» (реж. Станислав Ростоцкий, 1968)?"
VGIK-SOUND-00316,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Доживем до понедельника» (реж. Станислав Ростоцкий, 1968)?"
VGIK-SOUND-00320,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Елена» (реж. Андрей Звягинцев, 2011)?"
VGIK-SOUND-00321,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Елена» (реж. Андрей Звягинцев, 2011)?"
VGIK-SOUND-00322,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Елена» (реж. Андрей Звягинцев, 2011)?"
VGIK-SOUND-00326,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Жестокий романс» (реж. Эльдар Рязанов, 1984)?"
VGIK-SOUND-00327,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Жестокий романс» (реж. Эльдар Рязанов, 1984)?"
VGIK-SOUND-00328,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Жестокий романс» (реж. Эльдар Рязанов, 1984)?"
VGIK-SOUND-00332,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Живые и мертвые» (реж. Александр Столпер, 1963)?"
VGIK-SOUND-00333,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Живые и мертвые» (реж. Александр Столпер, 1963)?"
VGIK-SOUND-00334,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Живые и мертвые» (реж. Александр Столпер, 1963)?"
VGIK-SOUND-00338,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Зеркало» (реж. Андрей Тарковский, 1974)?"
VGIK-SOUND-00339,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Зеркало» (реж. Андрей Тарковский, 1974)?"
VGIK-SOUND-00340,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Зеркало» (реж. Андрей Тарковский, 1974)?"
VGIK-SOUND-00344,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Змеиный источник» (реж. Николай Лебедев, 1998)?"
VGIK-SOUND-00345,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Змеиный источник» (реж. Николай Лебедев, 1998)?"
VGIK-SOUND-00346,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Змеиный источник» (реж. Николай Лебедев, 1998)?"
VGIK-SOUND-00350,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Иван Грозный» (реж. Сергей Эйзенштейн, 1944-1946)?"
VGIK-SOUND-00351,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Иван Грозный» (реж. Сергей Эйзенштейн, 1944-1946)?"
VGIK-SOUND-00352,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Иван Грозный» (реж. Сергей Эйзенштейн, 1944-1946)?"
VGIK-SOUND-00356,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Иваново детство» (реж. Андрей Тарковский, 1962)?"
VGIK-SOUND-00357,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Иваново детство» (реж. Андрей Тарковский, 1962)?"
VGIK-SOUND-00358,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Иваново детство» (реж. Андрей Тарковский, 1962)?"
VGIK-SOUND-00362,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Иди и смотри» (реж. Элем Климов, 1985)?"
VGIK-SOUND-00363,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Иди и смотри» (реж. Элем Климов, 1985)?"
VGIK-SOUND-00364,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Иди и смотри» (реж. Элем Климов, 1985)?"
VGIK-SOUND-00368,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «История Аси Клячиной, которая любила, да не вышла замуж» (реж. Андрей Кончаловский, 1967)?"
VGIK-SOUND-00369,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «История Аси Клячиной, которая любила, да не вышла замуж» (реж. Андрей Кончаловский, 1967)?"
VGIK-SOUND-00370,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «История Аси Клячиной, которая любила, да не вышла замуж» (реж. Андрей Кончаловский, 1967)?"
VGIK-SOUND-00374,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Кавказский пленник» (реж. Сергей Бодров старший, 1996)?"
VGIK-SOUND-00375,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Кавказский пленник» (реж. Сергей Бодров старший, 1996)?"
VGIK-SOUND-00376,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Кавказский пленник» (реж. Сергей Бодров старший, 1996)?"
VGIK-SOUND-00380,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Калина красная» (реж. Василий Шукшин, 1973)?"
VGIK-SOUND-00381,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Калина красная» (реж. Василий Шукшин, 1973)?"
VGIK-SOUND-00382,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Калина красная» (реж. Василий Шукшин, 1973)?"
VGIK-SOUND-00386,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Космос как предчувствие» (реж. Алексей Учитель, 2005)?"
VGIK-SOUND-00387,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Космос как предчувствие» (реж. Алексей Учитель, 2005)?"
VGIK-SOUND-00388,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Космос как предчувствие» (реж. Алексей Учитель, 2005)?"
VGIK-SOUND-00392,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Край» (реж. Алексей Учитель, 2009)?"
VGIK-SOUND-00393,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Край» (реж. Алексей Учитель, 2009)?"
VGIK-SOUND-00394,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Край» (реж. Алексей Учитель, 2009)?"
VGIK-SOUND-00398,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Крылья» (реж. Лариса Шепитько, 1966)?"
VGIK-SOUND-00399,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Крылья» (реж. Лариса Шепитько, 1966)?"
VGIK-SOUND-00400,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Крылья» (реж. Лариса Шепитько, 1966)?"
VGIK-SOUND-00404,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Курьер» (реж. Карен Шахназаров, 1986)?"
VGIK-SOUND-00405,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Курьер» (реж. Карен Шахназаров, 1986)?"
VGIK-SOUND-00406,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Курьер» (реж. Карен Шахназаров, 1986)?"
VGIK-SOUND-00410,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Легенда №17» (реж. Николай Лебедев, 2013)?"
VGIK-SOUND-00411,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Легенда №17» (реж. Николай Лебедев, 2013)?"
VGIK-SOUND-00412,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Легенда №17» (реж. Николай Лебедев, 2013)?"
VGIK-SOUND-00416,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Летят журавли» (реж. Михаил Калатозов, 1957)?"
VGIK-SOUND-00417,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Летят журавли» (реж. Михаил Калатозов, 1957)?"
VGIK-SOUND-00418,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Летят журавли» (реж. Михаил Калатозов, 1957)?"
VGIK-SOUND-00422,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Начало» (реж. Глеб Панфилов, 1970)?"
VGIK-SOUND-00423,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Начало» (реж. Глеб Панфилов, 1970)?"
VGIK-SOUND-00424,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Начало» (реж. Глеб Панфилов, 1970)?"
VGIK-SOUND-00428,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Неоконченная пьеса для механического пианино» (реж. Никита Михалков, 1977)?"
VGIK-SOUND-00429,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Неоконченная пьеса для механического пианино» (реж. Никита Михалков, 1977)?"
VGIK-SOUND-00430,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Неоконченная пьеса для механического пианино» (реж. Никита Михалков, 1977)?"
VGIK-SOUND-00434,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Несколько дней из жизни Обломова» (реж. Никита Михалков, 1979)?"
VGIK-SOUND-00435,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Несколько дней из жизни Обломова» (реж. Никита Михалков, 1979)?"
VGIK-SOUND-00436,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Несколько дней из жизни Обломова» (реж. Никита Михалков, 1979)?"
VGIK-SOUND-00440,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Обыкновенный фашизм» (реж. Михаил Ромм, 1966)?"
VGIK-SOUND-00441,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Обыкновенный фашизм» (реж. Михаил Ромм, 1966)?"
VGIK-SOUND-00442,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Обыкновенный фашизм» (реж. Михаил Ромм, 1966)?"
VGIK-SOUND-00446,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Они сражались за Родину» (реж. Сергей Бондарчук, 1975)?"
VGIK-SOUND-00447,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Они сражались за Родину» (реж. Сергей Бондарчук, 1975)?"
VGIK-SOUND-00448,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Они сражались за Родину» (реж. Сергей Бондарчук, 1975)?"
VGIK-SOUND-00452,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Остров» (реж. Павел Лунгин, 2006)?"
VGIK-SOUND-00453,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Остров» (реж. Павел Лунгин, 2006)?"
VGIK-SOUND-00454,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Остров» (реж. Павел Лунгин, 2006)?"
VGIK-SOUND-00458,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Романовы: венценосная семья» (реж. Глеб Панфилов, 2000)?"
VGIK-SOUND-00459,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Романовы: венценосная семья» (реж. Глеб Панфилов, 2000)?"
VGIK-SOUND-00460,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Романовы: венценосная семья» (реж. Глеб Панфилов, 2000)?"
VGIK-SOUND-00464,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Сто дней после детства» (реж. Сергей Соловьёв, 1975)?"
VGIK-SOUND-00465,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Сто дней после детства» (реж. Сергей Соловьёв, 1975)?"
VGIK-SOUND-00466,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Сто дней после детства» (реж. Сергей Соловьёв, 1975)?"
VGIK-SOUND-00470,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Страна глухих» (реж. Валерий Тодоровский, 1998)?"
VGIK-SOUND-00471,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Страна глухих» (реж. Валерий Тодоровский, 1998)?"
VGIK-SOUND-00472,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Страна глухих» (реж. Валерий Тодоровский, 1998)?"
VGIK-SOUND-00476,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Судьба человека» (реж. Сергей Бондарчук, 1959)?"
VGIK-SOUND-00477,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Судьба человека» (реж. Сергей Бондарчук, 1959)?"
VGIK-SOUND-00478,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Судьба человека» (реж. Сергей Бондарчук, 1959)?"
VGIK-SOUND-00482,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Чапаев» (реж. Георгий Васильев, Сергей Васильев, 1934)?"
VGIK-SOUND-00483,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Чапаев» (реж. Георгий Васильев, Сергей Васильев, 1934)?"
VGIK-SOUND-00484,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Чапаев» (реж. Георгий Васильев, Сергей Васильев, 1934)?"
VGIK-SOUND-00488,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Чук и Гек. Большое приключение» (реж. Александр Котт, 2022)?"
VGIK-SOUND-00489,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Чук и Гек. Большое приключение» (реж. Александр Котт, 2022)?"
VGIK-SOUND-00490,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Чук и Гек. Большое приключение» (реж. Александр Котт, 2022)?"
VGIK-SOUND-00494,removed,удалён старый/низкоценный/ошибочный блок,"Кто режиссёр фильма «Я шагаю по Москве» (реж. Георгий Данелия, 1963)?"
VGIK-SOUND-00495,removed,удалён старый/низкоценный/ошибочный блок,"В каком году вышел фильм «Я шагаю по Москве» (реж. Георгий Данелия, 1963)?"
VGIK-SOUND-00496,removed,удалён старый/низкоценный/ошибочный блок,"К какому типу удобнее отнести «Я шагаю по Москве» (реж. Георгий Данелия, 1963)?"
VGIK-SOUND-00636,removed,удалён старый/низкоценный/ошибочный блок,Как тема «скорость» связана со звукорежиссурой?
VGIK-SOUND-00638,removed,удалён старый/низкоценный/ошибочный блок,Как тема «ускорение» связана со звукорежиссурой?
VGIK-SOUND-00640,removed,удалён старый/низкоценный/ошибочный блок,Как тема «сила» связана со звукорежиссурой?
VGIK-SOUND-00642,removed,удалён старый/низкоценный/ошибочный блок,Как тема «импульс» связана со звукорежиссурой?
VGIK-SOUND-00644,removed,удалён старый/низкоценный/ошибочный блок,Как тема «работа» связана со звукорежиссурой?
VGIK-SOUND-00646,removed,удалён старый/низкоценный/ошибочный блок,Как тема «мощность» связана со звукорежиссурой?
VGIK-SOUND-00648,removed,удалён старый/низкоценный/ошибочный блок,Как тема «частота» связана со звукорежиссурой?
VGIK-SOUND-00650,removed,удалён старый/низкоценный/ошибочный блок,Как тема «период» связана со звукорежиссурой?
VGIK-SOUND-00652,removed,удалён старый/низкоценный/ошибочный блок,Как тема «период маятника» связана со звукорежиссурой?
VGIK-SOUND-00654,removed,удалён старый/низкоценный/ошибочный блок,Как тема «длина волны» связана со звукорежиссурой?
VGIK-SOUND-00656,removed,удалён старый/низкоценный/ошибочный блок,Как тема «скорость волны» связана со звукорежиссурой?
VGIK-SOUND-00658,removed,удалён старый/низкоценный/ошибочный блок,Как тема «скорость звука в воздухе» связана со звукорежиссурой?
VGIK-SOUND-00660,removed,удалён старый/низкоценный/ошибочный блок,Как тема «закон Кулона» связана со звукорежиссурой?
VGIK-SOUND-00662,removed,удалён старый/низкоценный/ошибочный блок,Как тема «сила тока» связана со звукорежиссурой?
VGIK-SOUND-00664,removed,удалён старый/низкоценный/ошибочный блок,Как тема «закон Ома» связана со звукорежиссурой?
VGIK-SOUND-00666,removed,удалён старый/низкоценный/ошибочный блок,Как тема «последовательное сопротивление» связана со звукорежиссурой?
VGIK-SOUND-00668,removed,удалён старый/низкоценный/ошибочный блок,Как тема «параллельное сопротивление» связана со звукорежиссурой?
VGIK-SOUND-00670,removed,удалён старый/низкоценный/ошибочный блок,Как тема «магнитный поток» связана со звукорежиссурой?
VGIK-SOUND-00672,removed,удалён старый/низкоценный/ошибочный блок,Как тема «закон Фарадея» связана со звукорежиссурой?
VGIK-SOUND-00674,removed,удалён старый/низкоценный/ошибочный блок,Как тема «сила Ампера» связана со звукорежиссурой?
VGIK-SOUND-00676,removed,удалён старый/низкоценный/ошибочный блок,Как тема «ёмкость» связана со звукорежиссурой?
VGIK-SOUND-00678,removed,удалён старый/низкоценный/ошибочный блок,Как тема «энергия конденсатора» связана со звукорежиссурой?
VGIK-SOUND-00680,removed,удалён старый/низкоценный/ошибочный блок,Как тема «мощность тока» связана со звукорежиссурой?
VGIK-SOUND-00682,removed,удалён старый/низкоценный/ошибочный блок,Как тема «трансформатор» связана со звукорежиссурой?
VGIK-SOUND-00684,removed,удалён старый/низкоценный/ошибочный блок,Как тема «формула Томсона» связана со звукорежиссурой?
VGIK-V5-00001,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «На последнем дыхании» (реж. Жан-Люк Годар, 1960)?"
VGIK-V5-00002,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены Мишеля и Патриции на улицах Парижа в фильме «На последнем дыхании» (реж. Жан-Люк Годар, 1960)?"
VGIK-V5-00003,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «400 ударов» (реж. Франсуа Трюффо, 1959)?"
VGIK-V5-00004,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Финальный бег Антуана к морю в фильме «400 ударов» (реж. Франсуа Трюффо, 1959)?"
VGIK-V5-00005,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Хиросима, любовь моя» (реж. Ален Рене, 1959)?"
VGIK-V5-00006,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Начальные сцены с голосами и документальными образами Хиросимы в фильме «Хиросима, любовь моя» (реж. Ален Рене, 1959)?"
VGIK-V5-00007,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «В прошлом году в Мариенбаде» (реж. Ален Рене, 1961)?"
VGIK-V5-00008,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены в коридорах отеля и повторяющиеся разговоры в фильме «В прошлом году в Мариенбаде» (реж. Ален Рене, 1961)?"
VGIK-V5-00009,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Клео от 5 до 7» (реж. Аньес Варда, 1962)?"
VGIK-V5-00010,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Прогулки Клео по Парижу в фильме «Клео от 5 до 7» (реж. Аньес Варда, 1962)?"
VGIK-V5-00011,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Шербурские зонтики» (реж. Жак Деми, 1964)?"
VGIK-V5-00012,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены прощания Женевьевы и Ги в фильме «Шербурские зонтики» (реж. Жак Деми, 1964)?"
VGIK-V5-00013,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Плейтайм» (реж. Жак Тати, 1967)?"
VGIK-V5-00014,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены офиса и ресторана Royal Garden в фильме «Плейтайм» (реж. Жак Тати, 1967)?"
VGIK-V5-00015,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Пикпокет» (реж. Робер Брессон, 1959)?"
VGIK-V5-00016,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены краж в метро и на вокзале в фильме «Пикпокет» (реж. Робер Брессон, 1959)?"
VGIK-V5-00017,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Наугад, Бальтазар» (реж. Робер Брессон, 1966)?"
VGIK-V5-00018,removed,удалён старый/низкоценный/ошибочный блок,"Как разобрать сцену: Сцены с осликом Бальтазаром и его колокольчиком в фильме «Наугад, Бальтазар» (реж. Робер Брессон, 1966)?"
VGIK-V5-00019,removed,удалён старый/низкоценный/ошибочный блок,"Какой авторский принцип лучше всего связан с фильмом «Взлетная полоса» (реж. Крис Маркер, 1962)?"
